"","full_name","description","language","created_at"
"972","steffejr/ProcessModelsNeuroImage","Process modeling for functional and structural neuroimaging data","Matlab","2012-06-27T14:08:48Z"
"973","clauswilke/Ecoli_FBA_input_prediction","Code and data for Sridhara et al., Predicting growth conditions from internal metabolic fluxes in an in-silico model of E. coli, PLOS ONE 9:e114608 (2014).","TeX","2013-06-20T17:06:49Z"
"974","davcraig75/tgen_somaticSV","tgen_somaticSV","Perl","2012-11-27T01:26:17Z"
"975","vdhankani/HSVAnalysis","MATLAB code for analyzing HSV time series data","Matlab","2014-08-20T16:16:21Z"
"976","sean-dougherty/isoplotter","","Matlab","2014-04-06T17:51:32Z"
"977","andymckenzie/AtxA","AtxA Project","R","2013-01-08T22:39:34Z"
"978","ursk/srbm","Ising, RBM and sRBM model estimation with MPF and evaluation with AIS","Matlab","2013-11-05T17:36:49Z"
"979","cdanielmachado/transcript2flux","Scripts and results from gene expression methods assessment paper","Matlab","2013-11-14T22:33:54Z"
"980","neurosynth/neurosynth","Neurosynth core tools","Python","2011-06-20T16:04:17Z"
"981","DyogenIBENS/PhylDiag","identifying complex synteny blocks that include tandem duplications using phylogenetic gene trees","Python","2014-05-13T14:38:58Z"
"982","AugustHuang/MosaicHunter","A tool for detecting postzygotic single-nucleotide mutations in human whole-genome sequencing data.","C","2014-06-29T08:20:28Z"
"983","lh3/seqtk","Toolkit for processing sequences in FASTA/Q formats","C","2012-03-23T23:24:13Z"
"984","EliMor/LabScripts","Small programs written for lab in Python","Python","2013-11-08T23:19:37Z"
"985","noahbenson/SpringRegister","This repository contains the C++ source code used to perform spring registration of a flattened cortical surface to an ideal 2D model in Benson, Butt, Brainard, Aguirre (2014).","C++","2014-01-03T23:22:46Z"
"986","benliemory/BinStrain","Statistical modeling for SNP based genotyping of mixed bacterial","R","2013-11-23T22:29:42Z"
"987","AlexBujan/ctr","This code reproduces several figures from the article Hahn, Gerald, et al. ""Communication through resonance in spiking neuronal networks."" PLoS computational biology 10.8 (2014): e1003811.","Python","2014-07-14T15:10:01Z"
"988","UCL/membranedivergence","","CSS","2014-10-23T10:13:48Z"
"989","ssgrn/GraphInvariantsNeocortex","Code used in the publication of Gururangan, Sadovsky and Maclean 2014.","Matlab","2014-02-28T21:51:32Z"
"990","datapixie/ipf","Analysis scripts to accompany Montgomery Lab IPF Project.","R","2013-11-18T22:56:45Z"
"991","florianhartig/EvolutionOfRelativeNonlinearity","Model code for examining the evolutionary attainability and stability of coexistence by relative nonlinearity of competition",NA,"2014-04-11T10:05:48Z"
"992","CoAxLab/DeBaCl","Density Based Clustering (DeBaCl) Toolbox","Python","2012-11-01T19:52:54Z"
"993","bifxcore/bifxscripts","Scripts developed by the Seattle BioMed Bioinformatics Core","Perl","2014-02-11T22:09:38Z"
"994","ElofssonLab/PconsC2","Improved contact predictions using the recognition of protein like contact patterns.","Python","2014-04-30T09:45:46Z"
"995","UH-Bioinformatics/hBayeSSC","A python script that wraps around serial simcoal in order to simulate a multi-taxa community undergoing a coordinated demographic expansion","Python","2014-02-11T23:26:17Z"
"996","ctn-waterloo/nengo","Deprecated -- please go to https://github.com/nengo/nengo",NA,"2014-10-23T13:55:06Z"
"997","atevanderburgt/ABFGP","Alignment-Based Fungal Gene Prediction method",NA,"2014-01-07T09:18:05Z"
"998","Shokhirev/EvolutionOfAging","Evolution of aging Java code used in ""Effects of Extrinsic Mortality on the Evolution of Aging: A Stochastic Modeling Approach""",NA,"2013-11-18T05:36:40Z"
"999","StuYarrow/MapTools","Matlab toolbox for quantifying and detecting topographic organisation in neural maps.","Matlab","2013-09-01T21:52:54Z"
"1000","qichao1984/GSMer","Strain/species identification in metagenomes using genome-specific markers","Perl","2013-11-16T22:15:48Z"
"1001","InsightSoftwareConsortium/ITKFrontierNeuroinformatics2013","ITK Article on Open Science for Frontier in Neuroinformatics 2013","TeX","2013-11-01T02:57:23Z"
"1002","blancahimes/taffeta","RNAseq/DGE analysis pipeline based primarily on Tuxedo Tools","Python","2013-08-28T18:24:00Z"
"1003","mspopgen/Stocks2014a","ABCpower: simulation code used for Stocks, Siol, Lascoux & De Mita (2014). PLoS ONE","R","2014-03-28T10:31:14Z"
"1004","bvilhjal/mixmogam","Mixed Model Package For Genome-wide association mapping.","Python","2011-03-15T10:29:26Z"
"1005","LiveOak/LylesCarbonSteelCorrosion","Analysis of Anaerobic Corrosion of Steel Coupons","R","2014-02-12T23:28:02Z"
"1006","pyhrf/pyhrf","pyhrf is a set of tools to analyze fMRI data and specifically study hemodynamics.","Python","2013-11-29T10:56:40Z"
"1007","bthirion/frontiers_2014","Holds the code use  in the ""Which fMRI clustering gives good brain parcellations?"" frontiers 2014 paper.","Python","2014-04-23T14:14:29Z"
"1008","cpnp/prime","","Python","2014-04-23T12:24:40Z"
"1009","atestori/Interplay_of_microRNA_and_epigenetic_regulation_in_the_human_regulatory_network","code",NA,"2014-08-29T12:46:30Z"
"1010","MichaelRiss/FTSPlot","fast time series visualization","C++","2013-12-21T19:26:55Z"
"1011","leihuang/rkfp","A Python package for performing relative Kinetic Flux Profiling (rKFP)","Python","2014-05-12T06:44:39Z"
"1012","Bouteloua/MalpighiaceaeTaxaScraper","To update Malpighiaceae synonym by web scraping http://herbarium.lsa.umich.edu/malpigh/ website.",NA,"2014-06-27T17:22:01Z"
"1013","mptrsen/HaMStRad","Heavily modified version of HaMStR (Ebersberger et al., 2009)","Perl","2011-11-03T18:09:06Z"
"1014","aherbert/GDSC-SMLM","GDSC Single Molecule Light Microscopy ImageJ Plugins","Java","2014-06-19T13:52:37Z"
"1015","gabraham/SparSNP","SparSNP: Fast and memory-efficient analysis of all SNPs for phenotype prediction","C","2012-12-17T22:35:15Z"
"1016","wanpinglee/MOSAIK","reference-guided aligner for next-generation sequencing technologies","C++","2010-12-18T01:37:49Z"
"1017","ta-cameron/Cell-Profiles","R script to generate ordered fluorescence profiles","R","2013-10-31T09:42:51Z"
"1018","thesgc/TeXRank","Algorithm for ranking crystallization droplets","Matlab","2014-07-22T16:37:04Z"
"1019","RGLab/openCyto","A package that provides data analysis pipeline for flow cytometry.","R","2013-01-24T18:18:38Z"
"1020","IsaacLab/datasets","ISAAC Lab open data repository",NA,"2014-11-03T08:38:01Z"
"1021","lvanderlinden/OnsetDetective","","Python","2014-08-13T11:39:48Z"
"1022","SBRG/minspan","","Python","2012-11-30T18:13:12Z"
"1023","jfmrod/metagenome-sample-network-generator","A tool that generates a network of metagenomic samples positioned and with links according to the number of taxa shared","Shell","2013-08-23T12:02:11Z"
"1024","hallamlab/MetaPathways","A modular pipeline for constructing Pathway/Genome Databases from environmental sequence information","Nu","2013-01-04T00:39:03Z"
"1025","Qiongyi/RNA-Seq-comparison","","Perl","2014-04-22T03:40:34Z"
"1026","MicheleNuijten/statcheck","","R","2012-03-26T22:59:44Z"
"1027","wsklug/UCLA_CMG","This repository includes all code and supplementary material generated by the UCLA Cardiac Modeling Group","C++","2014-08-20T04:31:21Z"
"1028","joseaccruz/SimpleMouseTracker","Simple Mouse Tracker","Python","2013-06-04T11:17:54Z"
"1029","TsangLab/mycoSORT","A machine learning system for supporting the triage of biological literature.","Java","2014-07-30T20:26:26Z"
"1030","tetramerFreqs/Binning","Scripts required to calculate tetramer frequencies and create input files for ESOM. See: Dick, G.J., A. Andersson, B.J. Baker, S.S. Simmons, B.C. Thomas, A.P. Yelton, and J.F. Banfield (2009).  Community-wide analysis of microbial genome sequence signatures. Genome Biology, 10: R85","Perl","2012-10-25T15:15:42Z"
"1031","LIMES-NGS/KOIN-pipeline","Detailed description of linux commands for the creation of false positive corrected KOIN peak files using TF ChIP-seq datasets","Shell","2014-09-03T13:52:43Z"
"1032","lh3/seqtk","Toolkit for processing sequences in FASTA/Q formats","C","2012-03-23T23:24:13Z"
"1033","olavolav/te-causality","Generalized Transfer Entropy program for model-free connectivity analysis.","C++","2012-04-12T10:31:34Z"
"1034","jjvenky/SIDNO","SIDNO: Stable Isotopes of Dissolved Nitrous Oxide",NA,"2013-12-30T20:47:18Z"
"1035","earlywarningtoolbox/spatial_warnings","code for paper Kefi et al on spatial indicators","R","2013-11-14T11:21:00Z"
"1036","dacuevas/PMAnalyzer","Phenotypic microarray assay analysis for 96-well multi-plate spectrophotometers.","Python","2014-04-07T23:30:55Z"
"1037","koszullab/GRAAL","Software from Marie-Nelly et al., 2014 (High-quality genome assembly using chromosomal contact data)","Python","2014-10-28T08:31:43Z"
"1038","jaxcs/Seqnature","Seqnature: incorporate SNPs and Indels into a reference genome","Python","2013-02-19T14:55:28Z"
"1039","bgruening/methtools","tools for the processing of genome-wide bisulfite sequencing data","Python","2012-11-08T14:59:52Z"
"1040","hualichenxi/biological-knowledge-reasoner","a distributed owl reasoner over big biological network","Java","2013-10-23T02:35:04Z"
"1041","nh13/TMAP","Torrent Mapping Alignment Program","C","2011-10-03T23:30:56Z"
"1042","orbeckst/gridcount","gridcount is an analysis tool for Gromacs that creates 3D (number) densities from molecular dynamics trajectories. Typically, this is used to look at the density of water or ions near proteins or in channels. It provides tools to generate the 3D map in portable formats, 2D cylindrical averages and 1D linear averages (""density profiles"").","C","2010-09-05T11:41:12Z"
"1043","kobe-liudong/miPlantPreMat","Prediction of plant pre-microRNAs together with their microRNAs in genome scale sequences using features of sequential structure and support vector machine",NA,"2014-10-21T01:20:48Z"
"1044","shaunmahony/seqcode","SeqCode: Java code for the analysis of high-throughput sequencing data","Java","2014-01-21T03:06:26Z"
"1045","gordonberman/MotionMapper","Sample implementation of the MotionMapper behavioral analysis algorithms","Matlab","2014-06-15T23:40:10Z"
"1046","alexalemi/cancersim","A cancer cell simulation in python","C","2011-09-15T18:45:09Z"
"1047","neuropil/DyeDist",NA,"Matlab","2014-02-27T22:06:03Z"
"1048","peterjc/pico_galaxy","Galaxy tools and wrappers for sequence analysis","Python","2013-09-16T16:51:29Z"
"1049","graemeball/ij_scripts","ImageJ macros and scripts","JavaScript","2013-12-23T22:56:05Z"
"1050","ged-lab/2012-paper-diginorm","Paper source, analysis notebook, and data generation/analysis scripts for diginorm paper","Python","2012-05-15T03:54:09Z"
"1051","gjospin/PhyloSift","Phylogenetic and taxonomic analysis for genomes and metagenomes","Perl","2010-10-29T21:30:25Z"
"1052","TAlexPerkins/ActivitySpace_JRSI2014","",NA,"2014-08-20T02:46:57Z"
"1053","LakadamyaliLab/microfluidic-control","Lakadamyali lab microfluidic control software",NA,"2014-08-08T13:27:06Z"
"1054","2mh/PyBioC","Python library for work with BioCreative files","Python","2013-09-01T21:47:54Z"
"1055","bastodian/shed","collection of random code snippets and whatnot","Python","2012-11-29T16:26:07Z"
"1056","chrishah/phylog","useful scripts for the preparation of phylogenomic data","Perl","2014-04-29T09:46:45Z"
"1057","sbfnk/nbbpchainsizes","Code to compare different models for branching processes with negative binomial offspring distribution","Matlab","2014-05-21T13:52:59Z"
"1058","swebb1/cpg_tools","","Perl","2014-08-25T12:43:43Z"
"1059","JohnReid/STEME","An efficient accurate motif finder based on MEME and implemented using suffix arrays","C++","2013-09-25T10:05:19Z"
"1060","rgejman/wigreader","Some C scripts for handling wiggle files","C++","2012-07-23T17:09:45Z"
"1061","jseoane/gaCCA","","R","2014-09-11T01:49:44Z"
"1062","ciiram/PyPol_II","","Python","2013-11-25T11:56:40Z"
"1063","najoshi/sabre","","C","2011-03-08T01:39:18Z"
"1064","vitnov/SKIMMR","SKIMMR - a research prototype for machine-aided skim reading (includes back-end code for generating a graph-like knowledge base from texts and a standalone HTTP server-based UI)",NA,"2013-12-06T17:51:54Z"
"1065","mdrasmus/argweaver","Sampling and manipulating genome-wide ancestral recombination graphs (ARGs)","C++","2013-09-12T06:53:12Z"
"1066","oseledets/TT-Toolbox","The git repository for the TT-Toolbox","Matlab","2011-07-25T08:37:54Z"
"1067","emepyc/Blast2lca","Calculates the lowest common ancestors of each query sequence in a Blast result","Go","2010-11-09T13:16:10Z"
"1068","NeuroEngineering-UniMelb/cortical-units","Accompanying code for a study proposing a novel form of information processing in the cerebral cortex. ","Matlab","2014-07-22T22:35:28Z"
"1069","byuphamerator/phamerator-dev","Phamerator development repo","Python","2012-11-01T15:35:13Z"
"1070","benjaminhgood/coarse_coal","Companion software for Good et al, PLoS Genetics (2013)","C++","2014-02-07T16:59:52Z"
"1071","nakae-k/glia-neuron","Identification of Glia-Neuron systems","Matlab","2014-04-27T22:41:19Z"
"1072","rmccole/Abnormal_dosage_UCEs","Python scripts released to accompany the manuscript entitled “Abnormal Dosage of Ultraconserved Elements is Highly Disfavored in Healthy Cells but not Cancer Cells” by Ruth B. McCole, Chamith Y. Fonseka, Amnon Koren, and C.-ting Wu.","Python","2014-08-25T15:31:42Z"
"1073","msantolini/PIM","PIM - Pairwise Interaction Model of Transcription Factors DNA binding","Matlab","2014-04-01T21:18:19Z"
"1074","UCL/BernabeuInterface2014","MATLAB files implementing the vascular geometry reconstruction algorithm in Bernabeu et al. ""Computer simulations reveal complex distribution of haemodynamic forces in a mouse retina model of angiogenesis"" J. R. Soc. Interface 2014","Matlab","2014-07-03T09:19:56Z"
"1075","reidpr/quac","QUAC (""quantitative analysis of chatter"" or any related acronym you like) is a package for acquiring and analyzing social Internet content. Docs are online at http://reidpr.github.io/quac.","Python","2013-04-26T21:52:55Z"
"1076","jbloom/phyloExpCM","phylogenetic analyses with experimentally determined codon models","Python","2014-02-09T20:47:29Z"
"1077","hamaguchikosuke/RealSong_control","realtime detection of sound and playback","Matlab","2014-01-30T15:31:21Z"
"1078","nerettilab/RepEnrich","RepEnrich is a method to estimate repetitive element enrichment using high-throughput sequencing data.","Python","2014-05-15T03:53:45Z"
"1079","HowardLab/Elija-PlosOne-2014","Online repository for PLOS ONE paper: Howard  IS & Messum P, Learning to pronounce first words in three languages: an investigation of caregiver and infant behavior using a computational model of an infant","Matlab","2014-07-10T09:24:50Z"
"1080","JJPennington/FlexDx-TB-Web-Django","Web version of the FlexDx Tuberculosis model, written in Django and Python","Python","2013-08-31T08:31:30Z"
"1081","jauerb/CPPN_Trimesh","Code for evolving virtual organisms (modeled as triangular meshes) with CPPN-NEAT","C++","2013-05-08T20:33:21Z"
"1082","jorglab/Vu_AP2","",NA,"2014-06-13T19:04:22Z"
"1083","ripple-neuro/mksort","Spike sorter for electrophysiology data","Matlab","2013-05-03T17:25:06Z"
"1084","vellamike/optimizer","Optimization of neuronal models","Python","2013-08-30T11:05:54Z"
"1085","andrewparkermorgan/cc-g2f1","supporting scripts for manuscript Liu, Morgan et al. (2014) High-resolution sex-specific linkage maps of the mouse reveal polarized distribution of crossovers in male germline. Genetics. doi:10.1534/genetics.114.161653",NA,"2014-03-19T13:54:41Z"
"1086","maaskola/discrover","Discrover: discover discriminative sequence motifs","C++","2013-01-09T23:47:41Z"
"1087","dylan-jayatilaka/tonto","for Quantum Crystallography","C","2014-06-26T12:06:05Z"
"1088","zhixingfeng/qDNAmod","A toolkit for quantitative DNA modification detection from SMRT sequencing data ","C","2014-03-19T03:11:06Z"
"1089","ruolin/ASmethodsBenchmarking","","Python","2014-04-24T22:22:39Z"
"1090","rhr/lagrange-python","","Python","2013-05-25T14:44:19Z"
"1091","aherbert/GDSC","GDSC ImageJ Plugins","Java","2014-06-19T13:39:20Z"
"1092","alejorojas2/Common_scripts","Common scripts","Python","2014-01-31T20:03:05Z"
"1093","loladze/co2","depository for analyzing CO2 dataset","R","2014-05-02T18:22:00Z"
"1094","JulienLajugie/ReplicationTimingSimulation","Runs statistical tests to evaluate the sensitivity and specificity of the Timex-SEQ method","Java","2013-12-12T16:57:26Z"
"1095","simkovic/wolfpackRevisited","Wolfpack Effect and the Perceived Displacement","Python","2013-11-10T16:43:22Z"
"1096","stan-dev/stan","Stan development repository (home page is linked below). The master branch contains the current release. The develop branch contains the latest stable development.  See the Developer Process Wiki for details.  ","C++","2013-02-06T03:25:04Z"
"1097","openphacts/OPS-Knime","Project for integration of OPS and the Knime workflow engine","Java","2012-07-22T15:59:32Z"
"1098","martinghunt/Scaffolder-evaluation","Wrapper scripts to run genome assembly scaffolding tools and scripts to analyse the output for accuracy.","Perl","2013-10-03T13:38:38Z"
"1099","blobbybirdman/MrpC_MXanthus","Code used for analysis in ""Transcription factor MrpC binds to promoter regions of many developmentally-regulated genes in Myxococcus xanthus""","Python","2014-09-12T22:52:07Z"
"1100","jbloom/SangerMutantLibraryAnalysis","Analyze a mutant library based on the results from Sanger sequencing some selected clones","Python","2013-08-29T00:12:48Z"
"1101","AlastairKerr/Marston2013","Scripts and program version information.  Publication information will be updated","Perl","2013-05-13T10:07:55Z"
"1102","broadinstitute/pilon","Pilon is an automated genome assembly improvement and variant detection tool","Scala","2013-03-30T14:30:26Z"
"1103","LenzLab/RNA-seq-scripts","This is a collection of small scripts built by the Lenz lab to make RNA sequencing tasks more efficient.","Perl","2013-01-20T02:50:59Z"
"1104","bovee/Ochre","Python Code for Handling Biological Sequence Data","Python","2012-05-25T20:50:52Z"
"1105","ChristofferNellaker/Clinical_Face_Phenotype_Space_Pipeline","","Matlab","2014-05-08T13:04:57Z"
"1106","SimeoneMarsico/IMPACT","IMPACT-sets and IMPACT-modules: integration of functional screens and molecular interaction data","Matlab","2014-02-28T10:47:44Z"
"1107","dzerbino/pyAVG","AVG sampler prototype","Python","2012-10-26T19:48:35Z"
"1108","pezmaster31/bamtools","C++ API & command-line toolkit for working with BAM data","C++","2010-05-21T19:35:12Z"
"1109","jjberg2/PolygenicAdaptationCode","","R","2013-09-16T20:14:25Z"
"1110","fcaramia/GRIDITH","Deciphering clonality in aneuploid tumors","R","2014-09-20T09:01:48Z"
"1111","ash-dieback-crowdsource/data","Repository for crowd-sourced data from genomics analysis of the UK ash dieback (Chalara fraxinea) outbreak 2012","HTML","2012-11-16T12:47:01Z"
"1112","vlcc/HSA","","C","2012-10-31T01:44:18Z"
"1113","hpiwowar/georeuse","Code for studying the reuse of data from the Gene Expression Omnibus","Python","2011-04-28T13:48:36Z"
"1114","hpiwowar/pypub","Python code for collecting and processing research data for biomedical bibliometric analysis","Python","2010-05-15T19:02:12Z"
"1115","hpiwowar/citation11k","Analysis of citation rates across 11,603 articles: data available vs data not avail","R","2012-03-06T23:11:30Z"
"1116","hpiwowar/citation11k","Analysis of citation rates across 11,603 articles: data available vs data not avail","R","2012-03-06T23:11:30Z"
"1117","cboettig/knitcitations","Generate citations for knitr markdown and html files","R","2012-03-25T05:07:12Z"
"1118","URVnutrigenomica-CTNS/VHELIBS","Validation HElper for LIgands and Binding Sites","Python","2012-09-13T11:33:49Z"
"1119","iPlantCollaborativeOpenSource/TNRS","The Taxonomic Name Resolution Service is a free utility for correcting and standardizing plant names.","Java","2011-06-10T13:44:23Z"
"1120","iPlantCollaborativeOpenSource/TNRS","The Taxonomic Name Resolution Service is a free utility for correcting and standardizing plant names.","Java","2011-06-10T13:44:23Z"
"1121","joey711/phyloseq","phyloseq is a set of classes, wrappers, and tools (in R) to make it easier to import, store, and analyze phylogenetic sequencing data; and to reproducibly share that data and analysis with others. See the phyloseq front page:","R","2011-08-11T00:16:34Z"
"1122","joey711/phyloseq-demo","Extended demonstrations of the phyloseq package","R","2012-05-22T18:52:32Z"
"1123","gjospin/PhyloSift","Phylogenetic and taxonomic analysis for genomes and metagenomes","Perl","2010-10-29T21:30:25Z"
"1124","lukeredpath/betabuilder","A collection of Rake tasks for managing and distributing iOS ad-hoc builds","Ruby","2010-11-02T13:10:12Z"
"1125","jbogp/bioWeb3D","Bio3D an HTML5 visualization tool for biological datasets","JavaScript","2012-10-06T12:51:39Z"
"1126","sriesenfeld/MRCC-Libraries","Code for computing minimal reverse-complementary-covering DNA oligomer libraries","Perl","2012-05-09T23:13:20Z"
"1127","vsbuffalo/qrqc","Quick Read Quality Control","R","2010-11-28T19:05:40Z"
"1128","vsbuffalo/blast2cap3","A tool for merging transcriptome assemblies via protein homology","Python","2012-08-21T23:42:48Z"
"1129","vsbuffalo/findorf","ORF prediction of de novo transcriptome assemblies","Python","2012-07-19T19:43:30Z"
"1130","vsbuffalo/readphaser","experimental read phasing from HapCut","Python","2013-01-22T09:04:02Z"
"1131","PacificBiosciences/DevNet","The DevNet project on github stores the PacBio DevNet website.","JavaScript","2012-12-06T21:43:11Z"
"1132","mtravers/mtlisp","Assorted Lisp utilities developed and curated by Mike Travers (","Common Lisp","2008-07-31T00:49:32Z"
"1133","tburdett/Conan2","Conan2 lightweight workflow manager","Java","2011-11-02T14:38:16Z"
"1134","egonw/chembl.rdf","Scripts to create RDF for ChEMBL.","PHP","2010-01-18T15:37:05Z"
"1135","ansell/chembl-webapp","Linked Data server for Chembl using the QueryAll library","Java","2012-03-05T23:20:54Z"
"1136","dsexton2/Mercury-Pipeline","IpipeV2 + Mercury","Ruby","2012-03-27T20:15:43Z"
"1137","malaria-atlas-project/generic-mbg","Wraps spatiotemporal models for count data in shell commands","Python","2009-05-15T14:20:56Z"
"1138","malaria-atlas-project/Explorer","","Java","2012-12-03T09:15:23Z"
"1139","srhartono/Globulator","Software that uses imageJ to automatically quantify RNA in milk slides stained with Acridine Orange.","Java","2013-07-08T10:42:59Z"
"1140","ucdavis-bioinformatics/assemblathon2-analysis","collection of scripts and commands used by Ian Korf, Keith Bradnam, and Joe Fass in the analysis of Assemblathon 2 entries (assemblies)","Perl","2012-10-24T18:46:09Z"
"1141","jfass/compass","Perl / R scripts to COMpare a DNA sequence ASSembly to a trusted reference sequence","Perl","2012-11-18T02:41:41Z"
"1142","richardbeare/mbwss","Marker based watershed scalper","C++","2013-07-12T08:32:23Z"
"1143","PointCloudLibrary/pcl","Point Cloud Library (PCL)","C++","2013-02-12T16:40:25Z"
"1144","winteram/IAT","Online IAT","JavaScript","2013-01-18T00:19:25Z"
"1145","JosuaKrause/Bubble-Sets","An implementation of bubble sets without the use of external libraries.","Java","2011-07-19T22:30:10Z"
"1146","cdk/cdk","The Chemistry Development Kit","Java","2010-05-11T08:30:07Z"
"1147","michaelvandam/elixys","Elixys Radiochemistry Software","ActionScript","2011-05-04T02:20:04Z"
"1148","franapoli/pyleaf","A Python pipeline management system","Python","2012-12-28T18:50:17Z"
"1149","antonbarty/cheetah","","C++","2013-03-07T12:24:58Z"
"1150","FlyCourtship/FlySongSegmenter","Signal in, sine and pulse song out","Matlab","2011-10-24T21:24:27Z"
"1151","gfairchild/pyHarmonySearch","pyHarmonySearch is a pure Python implementation of the harmony search (HS) global optimization algorithm.","Python","2013-01-29T23:32:06Z"
"1152","CIGUGent/TRAPID","TRAPID source","PHP","2013-10-01T09:26:24Z"
"1153","vadimzalunin/crammer","Reference-based compression of SRA data","Java","2011-03-30T15:41:18Z"
"1154","HGGM-LIM/jclustering","jClustering is a dynamic image clustering framework for ImageJ. It provides a public API for implementing new clustering algorithms and several implementations.","Java","2012-08-29T13:57:57Z"
"1155","genome/somatic-sniper","A tool to call somatic single nucleotide variants.","C","2011-03-30T15:59:09Z"
"1156","blaa/PyGene","PyGene project pretty much main repository","Python","2011-07-25T16:55:20Z"
"1157","malaria-atlas-project/mbgw-clean","Cleaned version of mbg-world","Python","2010-03-10T16:27:13Z"
"1158","allisonbmccoy/smart-summarization","SMART Patient Summarization App","C","2012-11-15T20:31:50Z"
"1159","tanghaibao/bio-pipeline","My collection of light bioinformatics analysis pipelines for specific tasks","Python","2010-04-27T01:05:43Z"
"1160","jimmccusker/twc-healthdata","Code and metadata for sharing health data.","JavaScript","2012-08-28T14:49:21Z"
"1161","ITKTools/ITKTools","Practical command line tools based on the ITK","C++","2011-04-14T13:06:50Z"
"1162","genome/somatic-sniper","A tool to call somatic single nucleotide variants.","C","2011-03-30T15:59:09Z"
"1163","Molmed/Nordlund-Backlin-2013","Genome-wide signatures of differential DNA methylation in pediatric acute lymphoblastic leukemia","R","2013-09-10T08:37:28Z"
"1164","dbottomly/pod","Tools for patient-specific expression outlier detection","R","2013-10-10T20:14:05Z"
"1165","pfond/PFOND","Portal for Families Overcoming Neurodevelopmental Disorders (PFOND)","PHP","2011-08-08T22:07:39Z"
"1166","rpietro/GlocalRegistry","Describes reproducible data quality monitoring for a cardiac registry","JavaScript","2012-07-03T02:01:29Z"
"1167","obigriffith/Rtoolbox","Modeling precision treatment of breast cancer","R","2013-09-19T19:44:39Z"
"1168","itmat/circadb","Database of circadian rhythms","Ruby","2010-09-13T19:48:19Z"
"1169","wanpinglee/SmithWaterman","","C++","2013-10-14T19:37:19Z"
"1170","ekg/rzmblr","Read aZeMBLeR, pairwise-alignment based overlap graph generation from local alignments","C++","2013-02-14T21:23:15Z"
